Level 1	Level 2	Level 3	Level 4	log2FoldChange
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	"Polymyxin resistance protein ArnA_FT, UDP-4-amino-4-deoxy-L-arabinose formylase (EC 2.1.2.-)"	1.93380501
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	"Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)"	1.398410591
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	"Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase"	3.087971537
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	"Polymyxin resistance protein PmrJ, predicted deacetylase"	3.401057166
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)	-0.521194894
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipid A-Ara4N pathway ( Polymyxin resistance )	UDP-glucose dehydrogenase (EC 1.1.1.22)	0.64835157
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipopolysaccharide assembly	Lipoprotein releasing system transmembrane protein LolC	1.598728507
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipopolysaccharide assembly	Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	1.414850236
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipopolysaccharide-related cluster in Alphaproteobacteria	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	0.947747991
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipopolysaccharide-related cluster in Alphaproteobacteria	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	1.243522366
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Lipoprotein sorting system	Lipoprotein releasing system transmembrane protein LolC	1.598728507
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	0.947747991
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	ADP-heptose synthase (EC 2.7.-.-)	1.344889739
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	1.543160098
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	0.965290425
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	D-glycero-beta-D-manno-heptose 7-phosphate kinase	1.344889739
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	Lipopolysaccharide core biosynthesis protein RfaY	4.082071106
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	Phosphoheptose isomerase (EC 5.3.1.-)	0.947240691
"Virulence, Disease and Defense"	Gram-Negative cell wall components	LOS core oligosaccharide biosynthesis	UDP-galactopyranose mutase (EC 5.4.99.9)	-1.183750988
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Major Outer Membrane Proteins	Outer membrane protein H precursor	2.19726977
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Outer membrane	Outer membrane protein H precursor	2.19726977
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Perosamine Synthesis Vibrio	"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"	0.828430583
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Perosamine Synthesis Vibrio	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	-0.555977751
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Perosamine Synthesis Vibrio	"O-antigen export system, ATP-binding protein"	-1.510213792
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Vibrio Core Oligosaccharide Biosynthesis	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	0.947747991
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Vibrio Core Oligosaccharide Biosynthesis	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	1.543160098
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Vibrio Core Oligosaccharide Biosynthesis	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	0.965290425
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Vibrio Core Oligosaccharide Biosynthesis	capsular polysaccharide biosynthesis protein	1.32190565
"Virulence, Disease and Defense"	Gram-Negative cell wall components	Vibrio Core Oligosaccharide Biosynthesis	Polysaccharide deacetylase	1.129273646
"Virulence, Disease and Defense"	Gram-Positive cell wall components	D-Alanyl Lipoteichoic Acid Biosynthesis	Poly(glycerophosphate chain) D-alanine transfer protein DltD	-0.859967275
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Polyglycerolphosphate lipoteichoic acid biosynthesis	Lipoteichoic acid synthase LtaS Type IIc	-1.398932326
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Sortase	Cell wall surface anchor family protein	-0.957717746
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Sortase	"Sortase A, LPXTG specific"	-1.074109202
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	0.406045884
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	COG1887: Putative glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC	-3.303919787
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	N-acetylmannosaminyltransferase (EC 2.4.1.187)	0.862082445
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	Poly(glycerophosphate chain) D-alanine transfer protein DltD	-0.859967275
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	Teichoic acid biosynthesis protein	-2.2303185
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichoic and lipoteichoic acids biosynthesis	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	-0.921728259
"Virulence, Disease and Defense"	Gram-Positive cell wall components	Teichuronic acid biosynthesis	UDP-glucose dehydrogenase (EC 1.1.1.22)	0.64835157
Stress Response	-	Bacterial hemoglobins	Flavohemoprotein	-2.307560117
Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	-2.53660545
Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	-2.262748072
Stress Response	-	Carbon Starvation	Carbon storage regulator	1.07033931
Stress Response	-	Flavohaemoglobin	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	-2.53660545
Stress Response	-	Flavohaemoglobin	"Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent"	-0.942177546
Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	-1.830647854
Stress Response	-	SigmaB stress responce regulation	"Serine phosphatase RsbU, regulator of sigma subunit"	2.232936551
Stress Response	-	Universal stress protein family	Universal stress protein family	-1.098618892
Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	0.913970303
Stress Response	Acid stress	Acid resistance mechanisms	Glutamate decarboxylase (EC 4.1.1.15)	1.394690347
Stress Response	Acid stress	Acid resistance mechanisms	Probable glutamate/gamma-aminobutyrate antiporter	1.675578603
Stress Response	Acid stress	Glutamate transporter involved in acid tolerance in Streptococcus	Glutamate transport ATP-binding protein	-1.212968638
Stress Response	Acid stress	Glutamate transporter involved in acid tolerance in Streptococcus	Glutamate transport permease protein	-1.171151449
Stress Response	Acid stress	Glutamate transporter involved in acid tolerance in Streptococcus	Glutamate transport substrate-binding protein	-1.230867449
Stress Response	Detoxification	Uptake of selenate and selenite	DedA protein	-0.938782826
Stress Response	Detoxification	Uptake of selenate and selenite	"Various polyols ABC transporter, permease component 1"	2.666139647
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	-1.645020013
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	-1.379310621
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	0.35387661
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	"HspR, transcriptional repressor of DnaK operon"	-1.59379095
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	"Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent"	1.768965232
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	"MiaB family protein, possibly involved in tRNA or rRNA modification"	1.366403395
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)"	0.471311358
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	"Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB"	-1.185967725
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	0.754498039
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Signal peptidase-like protein	1.333851498
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Glycine betaine ABC transport system permease protein	-2.822594168
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Glycine betaine transporter OpuD	-0.88499132
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	High-affinity choline uptake protein BetT	-2.06769719
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	-1.407611136
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)	-2.993593211
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	-0.966027079
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	"Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA"	1.18639727
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	"Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB"	1.620934106
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	"Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD"	1.485847669
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase beta subunit (EC 1.5.3.1)	-2.474623396
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Sarcosine oxidase delta subunit (EC 1.5.3.1)	-3.173028908
Stress Response	Osmotic stress	Osmoregulation	Glycerol uptake facilitator protein	-0.71413499
Stress Response	Osmotic stress	Osmoregulation	Propanediol diffusion facilitator	-1.631550772
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	"Cyclic beta-1,2-glucan modification transmembrane protein"	3.118771602
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	1.242924344
Stress Response	Oxidative stress	CoA disulfide thiol-disulfide redox system	CoA-disulfide reductase (EC 1.8.1.14)	1.451167393
Stress Response	Oxidative stress	Glutaredoxins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	-2.53660545
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin	-0.774802116
Stress Response	Oxidative stress	Glutaredoxins	"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib"	-2.070287325
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	"Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66)"	-3.127374049
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	Glycosyltransferase MshA involved in mycothiol biosynthesis (EC 2.4.1.-)	-1.765568703
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC	-2.563512094
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	Mycothiol S-conjugate amidase Mca	-2.500862946
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB	-1.768254171
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	NADPH-dependent mycothiol reductase Mtr	-2.379389969
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	-2.612610623
Stress Response	Oxidative stress	Glutathione analogs: mycothiol	S-nitrosomycothiol reductase MscR	-3.156820946
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)	-1.070320323
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutathione synthetase (EC 6.3.2.3)	-1.379310621
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	"Glutathione S-transferase, Streptococcal type (EC 2.5.1.18)"	-1.59993009
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	"Similar to Hydroxyacylglutathione hydrolase, but in an organism lacking glutathione biosynthesis"	1.96316729
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutaredoxin	-0.774802116
Stress Response	Oxidative stress	Glutathione: Redox cycle	"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib"	-2.070287325
Stress Response	Oxidative stress	Oxidative stress	Catalase (EC 1.11.1.6)	-1.222026887
Stress Response	Oxidative stress	Oxidative stress	Fe2+/Zn2+ uptake regulation proteins	2.455350436
Stress Response	Oxidative stress	Oxidative stress	Ferric uptake regulation protein	0.859889491
Stress Response	Oxidative stress	Oxidative stress	Peroxide stress regulator	1.205849085
Stress Response	Oxidative stress	Oxidative stress	Redox-sensitive transcriptional regulator (AT-rich DNA-binding protein)	0.702420467
Stress Response	Oxidative stress	Oxidative stress	Rubrerythrin	1.351724616
Stress Response	Oxidative stress	Oxidative stress	Superoxide dismutase [Mn] (EC 1.15.1.1)	-2.421358987
Stress Response	Oxidative stress	Oxidative stress	Superoxide dismutase [Mn/Fe] (EC 1.15.1.1)	-3.514404945
Stress Response	Oxidative stress	Oxidative stress	Superoxide reductase (EC 1.15.1.2)	1.187216544
Stress Response	Oxidative stress	Oxidative stress	"transcriptional regulator, Crp/Fnr family"	1.627065382
Stress Response	Oxidative stress	Oxidative stress	Zinc uptake regulation protein ZUR	-1.052052283
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Catalase (EC 1.11.1.6)	-1.222026887
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	-0.277824582
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	NAD-dependent protein deacetylase of SIR2 family	0.598394242
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	-1.32196063
Stress Response	Oxidative stress	Regulation of Oxidative Stress Response	Peroxide stress regulator	1.205849085
Stress Response	Oxidative stress	Regulation of Oxidative Stress Response	Superoxide dismutase [Mn] (EC 1.15.1.1)	-2.421358987
Stress Response	Oxidative stress	Rubrerythrin	Rubredoxin	1.270057266
Stress Response	Oxidative stress	Rubrerythrin	Rubrerythrin	1.351724616
Stress Response	Oxidative stress	Rubrerythrin	Superoxide reductase (EC 1.15.1.2)	1.187216544
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Outer membrane protein H precursor	2.19726977
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	1.414850236
Motility and Chemotaxis	-	Bacterial Chemotaxis	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)	1.122494676
Motility and Chemotaxis	-	Bacterial Chemotaxis	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	1.487504832
Motility and Chemotaxis	-	Bacterial Chemotaxis	"Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)"	1.226542606
Motility and Chemotaxis	-	Bacterial Chemotaxis	Flagellar motor switch protein FliG	0.84646796
Motility and Chemotaxis	-	Bacterial Chemotaxis	"Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)"	0.804354161
Motility and Chemotaxis	-	Bacterial Chemotaxis	"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE"	-0.783246903
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar biosynthesis protein FlhA	0.927761711
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellar biosynthesis protein FlhB	1.29018519
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellin	1.242785874
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Flagellum-specific ATP synthase FliI	0.782993608
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Predicted signal transduction protein	2.118875985
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	RNA polymerase sigma-54 factor RpoN	0.876543501
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar motility	Rrf2 family transcriptional regulator	0.82353287
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar basal-body rod protein FlgC	0.900779734
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar basal-body rod protein FlgG	0.787430785
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FlhA	0.927761711
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FlhB	1.29018519
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar biosynthesis protein FliS	1.908246926
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar hook-length control protein FliK	5.453664603
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar motor switch protein FliG	0.84646796
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar P-ring protein FlgI	1.137036547
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellar protein FliJ	2.482785129
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellin protein FlaB	2.043075476
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	Flagellum-specific ATP synthase FliI	0.782993608
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum	RNA polymerase sigma-54 factor RpoN	0.876543501
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum in Campylobacter	Flagellar basal-body rod protein FlgC	0.900779734
Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum in Campylobacter	Flagellin protein FlaB	2.043075476
